# gapseq version: 1.3.1
# Sequence DB md5sum: b470543 (2026-05-30, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	32.922	1.18e-72	235	97	NP_414846.1 betaine aldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	10	485	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	32.143	3.67e-67	220	92	NP_416042.2 succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad [Escherichia coli str. K-12 substr. MG1655]	13	455	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	33.189	6.07e-66	217	93	NP_415961.1 gamma-aminobutyraldehyde dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	23	474	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	benzaldehyde dehydrogenase	1.2.1.28		UniRef90_O06478	31.707	4.45e-59	200	97	NP_418045.4 aldehyde dehydrogenase B [Escherichia coli str. K-12 substr. MG1655]	28	507	|TOLUENE-DEG-CATECHOL-PWY|	good_blast	NA	rxn00957 rxn01032 rxn03601 rxn03934 rxn03935 rxn07482 rxn25930 	NA	0	1
CATECHOL-2-3-DIOXYGENASE-RXN	Methylcatechol 2,3-dioxygenase	1.13.11.2	NA									|TOLUENE-DEG-DIOL-PWY|	no_blast	NA	rxn00587 rxn02861 rxn03607 rxn03704 rxn03706 rxn07602 rxn21499 rxn21500 	NA	0	NA
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase	3.7.1.25	NA	UniRef90_P23133	34.815	5.85e-41	140	93	NP_414883.5 2-hydroxy-6-ketonona-2,4-dienedioate hydrolase [Escherichia coli str. K-12 substr. MG1655]	24	286	|TOLUENE-DEG-DIOL-PWY|	bad_blast	NA	 	NA	0	NA
TOLUENE-DIOXYGENASE-RXN	toluene 1,2-dioxygenase	1.14.12.11		UniRef90_P0C618	48.975	1.23e-138	402	94	NP_417033.1 putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha [Escherichia coli str. K-12 substr. MG1655]	9	437	|TOLUENE-DEG-DIOL-PWY|	good_blast	NA	rxn02539 rxn16013 rxn16014 	Subunit 1	0	NA
TOLUENE-DIOXYGENASE-RXN	toluene 1,2-dioxygenase	1.14.12.11	NA	UniRef90_P0C619	32.558	1.10e-28	102	92	NP_417034.1 putative 3-phenylpropionate/cinnamate dioxygenase subunit beta [Escherichia coli str. K-12 substr. MG1655]	3	172	|TOLUENE-DEG-DIOL-PWY|	bad_blast	NA	rxn02539 rxn16013 rxn16014 	Subunit 2	0	NA
TOLUENE-DIOXYGENASE-RXN	toluene 1,2-dioxygenase	1.14.12.11	NA	sp|A5W4E9|TODA_PSEP1	29.250	9.42e-41	146	97	NP_417037.1 putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit [Escherichia coli str. K-12 substr. MG1655]	6	400	|TOLUENE-DEG-DIOL-PWY|	bad_blast	NA	rxn02539 rxn16013 rxn16014 	Subunit OS	0	NA
TOLUENE-DIOL-DEHYDROGENASE-RXN	cis-toluene dihydrodiol dehydrogenase	1.3.1.19		UniRef90_P08088	44.403	2.22e-72	220	97	NP_417036.1 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [Escherichia coli str. K-12 substr. MG1655]	4	270	|TOLUENE-DEG-DIOL-PWY|	good_blast	NA	rxn00583 rxn02860 rxn03655 rxn04647 rxn04672 rxn07517 	NA	0	1
TRE6PHYDRO-RXN	trehalose-6-phosphate hydrolase	3.2.1.93		UniRef90_P28904	100.000	0.0	1155	100	NP_418660.1 trehalose-6-phosphate hydrolase [Escherichia coli str. K-12 substr. MG1655]	1	551	|TREDEGLOW-PWY|	good_blast	full	rxn00606 rxn07049 rxn15074 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2		UniRef50_P23917	100.000	0.0	620	100	NP_414928.2 fructokinase [Escherichia coli str. K-12 substr. MG1655]	1	302	|TREDEGLOW-PWY|	good_blast	full	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2		UniRef50_P23917	40.523	7.35e-66	206	99	NP_415637.1 N-acetyl-D-glucosamine kinase [Escherichia coli str. K-12 substr. MG1655]	1	299	|TREDEGLOW-PWY|	good_blast	full	rxn00216 rxn01169 rxn15249 	NA	0	1
TREHALOSEPHOSPHA-RXN	TREHALOSEPHOSPHA-RXN	3.1.3.12		UniRef90_E1WGG9	73.408	3.55e-146	407	100	NP_416411.1 trehalose-6-phosphate phosphatase [Escherichia coli str. K-12 substr. MG1655]	1	266	|TREHALOSESYN-PWY|	good_blast	NA	rxn02004 rxn26560 rxn26561 rxn26562 rxn26563 rxn26564 	NA	0	1
2.4.1.36-RXN	GDP-glucose trehalose-6-phosphate synthase	2.4.1.36	NA	UniRef50_A0A7Z9BN44	22.605	5.05e-08	49.3	93	NP_415343.1 sugar phosphatase YbiV [Escherichia coli str. K-12 substr. MG1655]	5	264	|TREHALOSESYN-PWY|	bad_blast	NA	rxn01561 rxn15310 rxn15311 	NA	0	NA
TREHALOSE6PSYN-RXN	trehalose-6-phosphate synthase	2.4.1.15		UniRef90_A4WBR1	82.068	0.0	801	100	NP_416410.1 trehalose-6-phosphate synthase [Escherichia coli str. K-12 substr. MG1655]	1	474	|TRESYN-PWY|	good_blast	full	rxn00605 rxn12303 rxn15362 rxn27383 	NA	0	1
TREHALOSE6PSYN-RXN	trehalose-6-phosphate synthase	2.4.1.15		UniRef90_A1TFL3	34.526	2.39e-77	247	96	NP_416410.1 trehalose-6-phosphate synthase [Escherichia coli str. K-12 substr. MG1655]	4	456	|TRESYN-PWY|	good_blast	full	rxn00605 rxn12303 rxn15362 rxn27383 	NA	0	1
TREHALOSEPHOSPHA-RXN	trehalose-6-phosphate phosphatase	3.1.3.12		UniRef90_E1WGG9	73.408	3.55e-146	407	100	NP_416411.1 trehalose-6-phosphate phosphatase [Escherichia coli str. K-12 substr. MG1655]	1	266	|TRESYN-PWY|	good_blast	full	rxn02004 rxn26560 rxn26561 rxn26562 rxn26563 rxn26564 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q8E9Y7	55.077	0.0	644	99	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q88CU1	55.137	0.0	617	99	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	3	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q47TB0	48.180	0.0	538	99	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	4	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_A9BDF0	43.441	1.87e-162	474	96	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	14	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q6A5X8	44.248	1.21e-157	459	97	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	25	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q9WX29	43.782	3.75e-156	457	99	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	7	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_A9WEH7	37.457	1.86e-117	357	98	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	11	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_B4R8T9	38.230	1.74e-115	352	99	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q1WU48	33.504	1.18e-92	292	100	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q54869	34.201	1.03e-91	290	93	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	45	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_Q99XL5	34.387	1.41e-87	279	93	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	45	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_A4W4J9	34.451	1.75e-87	279	93	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	45	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
ARGININE--TRNA-LIGASE-RXN	arginine-tRNA ligase	6.1.1.19		UniRef90_B1MZ82	30.983	9.16e-73	240	93	NP_416390.1 arginine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	45	577	|TRNA-CHARGING-PWY|	good_blast	full	rxn06432 rxn19182 rxn38045 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_P21888	100.000	0.0	964	100	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q8ZCC0	83.948	0.0	801	100	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q7VMA0	68.478	0.0	661	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A5G949	50.913	6.21e-162	464	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q2RWK2	50.000	6.54e-147	424	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q250Q6	47.808	1.53e-146	424	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A7HDA1	47.699	3.70e-146	423	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	4	459	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A6TWK5	45.798	1.03e-145	421	100	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q5WLT3	47.368	5.82e-141	409	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q5L429	46.203	4.34e-141	409	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_O67163	44.422	6.10e-139	405	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q3ZAD5	45.494	4.24e-134	391	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q2G2M6	43.524	3.38e-131	384	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_B7IFB7	44.421	2.00e-127	375	98	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	4	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q9PEN3	45.745	3.66e-125	369	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A1SNY3	43.590	1.69e-123	365	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q3B6D2	43.064	2.95e-122	362	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_B8HCR7	44.556	4.74e-120	357	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q7U8C0	44.000	1.36e-119	356	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q46JT8	41.331	4.46e-119	355	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q7V6K0	43.548	2.90e-118	352	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	457	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_B0RAX1	44.468	2.89e-118	352	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A1R383	43.093	2.65e-118	352	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A0LQZ8	43.133	1.29e-112	337	98	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q8G7G5	40.232	1.13e-110	335	95	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_P41259	39.744	6.83e-112	335	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	4	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_C4LH17	41.614	5.69e-111	333	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_P9WFW1	42.765	9.23e-110	330	97	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A1B9D5	44.098	5.25e-110	330	94	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	426	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_P57990	41.957	7.16e-108	325	96	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_B2HJ21	41.685	2.35e-107	323	97	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A0M500	38.990	2.36e-106	322	98	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q11JR3	42.117	1.38e-105	320	90	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	427	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A6GX80	39.837	1.77e-105	320	98	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_B6YQU1	37.882	1.08e-101	310	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	459	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_Q2J545	37.023	5.04e-100	306	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	458	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_O07045	43.129	8.10e-100	303	99	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	460	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_B8E391	38.380	1.33e-98	301	97	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	455	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
CYSTEINE--TRNA-LIGASE-RXN	cysteine-tRNA ligase	6.1.1.16		UniRef90_A9NEI9	39.903	4.55e-99	301	94	NP_415059.1 cysteine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	401	|TRNA-CHARGING-PWY|	good_blast	full	rxn06435 rxn19348 rxn38065 	NA	0	1
GLUTAMINE--TRNA-LIGASE-RXN	glutaminyl-tRNA synthetase	6.1.1.18		UniRef90_P00962	100.000	0.0	1161	100	NP_415206.1 glutamine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	554	|TRNA-CHARGING-PWY|	good_blast	full	rxn06437 rxn19832 	NA	0	1
GLUTAMINE--TRNA-LIGASE-RXN	glutaminyl-tRNA synthetase	6.1.1.18		UniRef90_A8AJD6	94.955	0.0	1112	100	NP_415206.1 glutamine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	554	|TRNA-CHARGING-PWY|	good_blast	full	rxn06437 rxn19832 	NA	0	1
GLUTAMINE--TRNA-LIGASE-RXN	glutaminyl-tRNA synthetase	6.1.1.18		UniRef90_B7VIH6	80.651	0.0	961	99	NP_415206.1 glutamine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	552	|TRNA-CHARGING-PWY|	good_blast	full	rxn06437 rxn19832 	NA	0	1
GLUTAMINE--TRNA-LIGASE-RXN	glutaminyl-tRNA synthetase	6.1.1.18		UniRef90_C1DHE5	61.131	0.0	694	98	NP_415206.1 glutamine--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	9	551	|TRNA-CHARGING-PWY|	good_blast	full	rxn06437 rxn19832 	NA	0	1
GLURS-RXN	glutamate-tRNA ligase	6.1.1.17		UniRef90_P04805	100.000	0.0	989	100	NP_416899.1 glutamate--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	471	|TRNA-CHARGING-PWY|	good_blast	full	rxn06937 rxn19824 rxn27884 rxn34011 	NA	0	1
GLURS-RXN	glutamate-tRNA ligase	6.1.1.17		UniRef90_Q5ZU96	59.529	0.0	601	99	NP_416899.1 glutamate--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	467	|TRNA-CHARGING-PWY|	good_blast	full	rxn06937 rxn19824 rxn27884 rxn34011 	NA	0	1
GLURS-RXN	glutamate-tRNA ligase	6.1.1.17		UniRef90_Q0A936	58.099	0.0	571	98	NP_416899.1 glutamate--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	2	464	|TRNA-CHARGING-PWY|	good_blast	full	rxn06937 rxn19824 rxn27884 rxn34011 	NA	0	1
GLURS-RXN	glutamate-tRNA ligase	6.1.1.17		UniRef90_Q8D375	48.298	6.56e-179	506	99	NP_416899.1 glutamate--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	470	|TRNA-CHARGING-PWY|	good_blast	full	rxn06937 rxn19824 rxn27884 rxn34011 	NA	0	1
GLURS-RXN	glutamate-tRNA ligase	6.1.1.17		UniRef90_A0LI05	52.814	1.50e-175	498	98	NP_416899.1 glutamate--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	3	464	|TRNA-CHARGING-PWY|	good_blast	full	rxn06937 rxn19824 rxn27884 rxn34011 	NA	0	1
GLURS-RXN	glutamate-tRNA ligase	6.1.1.17		UniRef90_A6SX06	52.258	2.97e-170	484	100	NP_416899.1 glutamate--tRNA ligase [Escherichia coli str. K-12 substr. MG1655]	1	461	|TRNA-CHARGING-PWY|	good_blast	full	rxn06937 rxn19824 rxn27884 rxn34011 	NA	0	1
